"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","TAIL_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","DIVERTED","CANCELLED","CANCELLATION_REASON","AIR_SYSTEM_DELAY","SECURITY_DELAY","AIRLINE_DELAY","LATE_AIRCRAFT_DELAY","WEATHER_DELAY"
2015,6,16,2,"US",434,"N194UW","SFO","PHL",2155,2153,-2,14,2207,324,300,281,2521,548,5,619,553,-26,0,0,"",NA,NA,NA,NA,NA
2015,6,30,2,"WN",238,"N653SW","AUS","DAL",1230,1242,12,10,1252,55,52,37,189,1329,5,1325,1334,9,0,0,"",NA,NA,NA,NA,NA
2015,3,20,5,"UA",1759,"N68805","EWR","SEA",945,947,2,14,1001,376,370,348,2402,1249,8,1301,1257,-4,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"US",498,"N656AW","ONT","PHX",1235,1230,-5,10,1240,71,68,49,325,1329,9,1346,1338,-8,0,0,"",NA,NA,NA,NA,NA
2015,7,3,5,"WN",1469,"N239WN","PHX","ONT",540,547,7,8,555,70,60,48,325,643,4,650,647,-3,0,0,"",NA,NA,NA,NA,NA
2015,9,28,1,"EV",5833,"N15910","EWR","DCA",648,730,42,19,749,71,66,44,199,833,3,759,836,37,0,0,"",37,0,0,0,0
2015,1,12,1,"VX",922,"N528VA","SFO","LAX",645,644,-1,10,654,75,74,55,337,749,9,800,758,-2,0,0,"",NA,NA,NA,NA,NA
2015,3,13,5,"AA",2246,"N3LXAA","ORD","PBI",600,558,-2,11,609,168,175,158,1144,947,6,948,953,5,0,0,"",NA,NA,NA,NA,NA
2015,3,13,5,"DL",2372,"N943DN","TPA","ATL",1540,1537,-3,21,1558,95,103,68,406,1706,14,1715,1720,5,0,0,"",NA,NA,NA,NA,NA
2015,3,3,2,"AA",986,"N5BSAA","STT","MIA",1557,1549,-8,8,1557,183,161,145,1107,1722,8,1800,1730,-30,0,0,"",NA,NA,NA,NA,NA
2015,7,13,1,"WN",44,"N248WN","MCI","BWI",540,543,3,13,556,150,152,126,967,902,13,910,915,5,0,0,"",NA,NA,NA,NA,NA
2015,9,25,5,"UA",2005,"N821UA","ORD","SMF",1226,1223,-3,18,1241,269,253,230,1781,1431,5,1455,1436,-19,0,0,"",NA,NA,NA,NA,NA
2015,9,23,3,"AA",2070,"N825AW","BDL","CLT",1917,1908,-9,21,1929,124,127,101,644,2110,5,2121,2115,-6,0,0,"",NA,NA,NA,NA,NA
2015,2,26,4,"DL",189,"N332NB","BOS","DTW",845,842,-3,11,853,140,128,108,632,1041,9,1105,1050,-15,0,0,"",NA,NA,NA,NA,NA
2015,7,20,1,"AA",1852,"N701UW","CLT","BWI",800,801,1,33,834,90,97,57,361,931,7,930,938,8,0,0,"",NA,NA,NA,NA,NA
2015,5,6,3,"WN",1099,"N641SW","LAS","SFO",1435,1433,-2,11,1444,95,84,68,414,1552,5,1610,1557,-13,0,0,"",NA,NA,NA,NA,NA
2015,8,13,4,"OO",5196,"N772SK","SFO","SAN",1245,1259,14,20,1319,95,105,81,447,1440,4,1420,1444,24,0,0,"",10,0,0,14,0
2015,8,15,6,"NK",191,"N533NK","DTW","MSP",1513,1530,17,9,1539,96,92,77,528,1556,6,1549,1602,13,0,0,"",NA,NA,NA,NA,NA
2015,2,7,6,"DL",2186,"N3747D","ATL","LGA",1945,1944,-1,13,1957,132,122,103,762,2140,6,2157,2146,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,20,4,"DL",794,"N327NW","MSP","SLC",900,901,1,10,911,166,147,128,991,1019,9,1046,1028,-18,0,0,"",NA,NA,NA,NA,NA
2015,10,9,5,"DL",2205,"N384DA","13487","12478",1005,1004,-1,31,1035,162,167,129,1029,1344,7,1347,1351,4,0,0,"",NA,NA,NA,NA,NA
2015,1,6,2,"US",618,"N769US","OAK","PHX",1229,1228,-1,7,1235,111,107,95,646,1510,5,1520,1515,-5,0,0,"",NA,NA,NA,NA,NA
2015,5,20,3,"DL",826,"N929DL","CLT","ATL",1820,1813,-7,58,1911,88,103,40,226,1951,5,1948,1956,8,0,0,"",NA,NA,NA,NA,NA
2015,12,17,4,"MQ",3132,"N942MQ","CID","ORD",1133,1139,6,9,1148,76,68,46,196,1234,13,1249,1247,-2,0,0,"",NA,NA,NA,NA,NA
2015,1,23,5,"WN",893,"N786SW","SJC","LAX",1015,1011,-4,14,1025,80,72,53,308,1118,5,1135,1123,-12,0,0,"",NA,NA,NA,NA,NA
2015,1,6,2,"WN",1269,"N632SW","SMF","LAX",1505,1505,0,7,1512,75,74,61,373,1613,6,1620,1619,-1,0,0,"",NA,NA,NA,NA,NA
2015,2,9,1,"WN",2413,"N8646B","FLL","MDW",1715,1715,0,24,1739,200,213,173,1166,1932,16,1935,1948,13,0,0,"",NA,NA,NA,NA,NA
2015,9,10,4,"AA",1980,"N545UW","CLT","BOS",750,747,-3,20,807,135,121,93,728,940,8,1005,948,-17,0,0,"",NA,NA,NA,NA,NA
2015,1,10,6,"EV",4396,"N17196","MEM","IAH",1245,1235,-10,11,1246,111,114,84,468,1410,19,1436,1429,-7,0,0,"",NA,NA,NA,NA,NA
2015,4,3,5,"DL",1908,"N988AT","TPA","LGA",1150,1147,-3,10,1157,159,156,134,1010,1411,12,1429,1423,-6,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"OO",6407,"N679SA","TUS","SFO",1247,1351,64,25,1416,148,136,106,751,1602,5,1515,1607,52,0,0,"",0,0,0,52,0
2015,2,16,1,"DL",2113,"N926DH","ATL","BWI",847,1003,76,13,1016,108,91,72,577,1128,6,1035,1134,59,0,0,"",0,0,59,0,0
2015,12,5,6,"EV",2763,"N877AS","DFW","CHA",1302,1331,29,14,1345,112,111,92,695,1617,5,1554,1622,28,0,0,"",0,0,28,0,0
2015,12,10,4,"UA",1861,"N12125","EWR","LAX",1300,1256,-4,15,1311,380,370,348,2454,1559,7,1620,1606,-14,0,0,"",NA,NA,NA,NA,NA
2015,10,16,5,"UA",1653,"N38424","13930","10423",1916,1916,0,13,1929,170,152,134,977,2143,5,2206,2148,-18,0,0,"",NA,NA,NA,NA,NA
2015,10,10,6,"UA",2020,"N838UA","11292","11042",957,955,-2,15,1010,186,172,153,1201,1443,4,1503,1447,-16,0,0,"",NA,NA,NA,NA,NA
2015,11,5,4,"F9",900,"N902FR","ATL","TTN",1450,1532,42,13,1545,116,116,97,701,1722,6,1646,1728,42,0,0,"",42,0,0,0,0
2015,12,8,2,"DL",1994,"N914DN","ATL","JAX",730,728,-2,18,746,65,66,44,270,830,4,835,834,-1,0,0,"",NA,NA,NA,NA,NA
2015,8,3,1,"WN",4277,"N718SW","LAS","ATL",1415,1451,36,16,1507,250,234,203,1747,2130,15,2125,2145,20,0,0,"",0,0,3,17,0
2015,11,14,6,"AA",41,"N3KLAA","ORD","SEA",1715,1711,-4,17,1728,279,271,243,1721,1931,11,1954,1942,-12,0,0,"",NA,NA,NA,NA,NA
2015,4,22,3,"MQ",3687,"N518MQ","ORD","TUL",1340,1451,71,10,1501,122,102,87,585,1628,5,1542,1633,51,0,0,"",0,0,33,18,0
2015,10,4,7,"WN",316,"N7715E","13495","12191",2035,2045,10,11,2056,70,73,48,302,2144,14,2145,2158,13,0,0,"",NA,NA,NA,NA,NA
2015,2,10,2,"WN",576,"N244WN","BWI","CMH",1310,1303,-7,16,1319,80,80,61,337,1420,3,1430,1423,-7,0,0,"",NA,NA,NA,NA,NA
2015,9,25,5,"UA",1077,"N37413","IAH","BOS",1039,1037,-2,21,1058,235,228,200,1597,1518,7,1534,1525,-9,0,0,"",NA,NA,NA,NA,NA
2015,2,9,1,"DL",785,"N666DN","MSP","ATL",1315,1340,25,11,1351,150,135,112,907,1643,12,1645,1655,10,0,0,"",NA,NA,NA,NA,NA
2015,2,28,6,"WN",3355,"N663SW","DAL","AUS",1030,1053,23,20,1113,55,63,40,189,1153,3,1125,1156,31,0,0,"",18,0,0,13,0
2015,6,14,7,"US",1939,"N649AW","PHL","SEA",740,736,-4,13,749,357,336,317,2378,1006,6,1037,1012,-25,0,0,"",NA,NA,NA,NA,NA
2015,4,9,4,"US",2007,"N189UW","PHL","RSW",750,749,-1,35,824,176,183,143,993,1047,5,1046,1052,6,0,0,"",NA,NA,NA,NA,NA
2015,3,11,3,"VX",769,"N852VA","LGA","DAL",1830,1827,-3,39,1906,255,261,217,1381,2143,5,2145,2148,3,0,0,"",NA,NA,NA,NA,NA
2015,10,30,5,"MQ",3154,"N531MQ","13930","13485",2145,2208,23,13,2221,52,39,23,108,2244,3,2237,2247,10,0,0,"",NA,NA,NA,NA,NA
2015,8,14,5,"OO",2870,"N866AS","LAX","FAT",920,943,23,20,1003,66,60,36,209,1039,4,1026,1043,17,0,0,"",0,0,17,0,0
2015,12,7,1,"WN",3137,"N618WN","PHX","ONT",1740,1744,4,8,1752,65,60,48,325,1740,4,1745,1744,-1,0,0,"",NA,NA,NA,NA,NA
2015,11,18,3,"OO",4470,"N805SK","OMA","SLC",1740,1838,58,14,1852,158,147,127,840,1959,6,1918,2005,47,0,0,"",0,0,7,40,0
2015,3,6,5,"WN",315,"N628SW","ONT","PHX",1040,1040,0,14,1054,65,72,55,325,1249,3,1245,1252,7,0,0,"",NA,NA,NA,NA,NA
2015,7,23,4,"MQ",3100,"N691MQ","DFW","CLL",1656,1652,-4,17,1709,53,48,28,164,1737,3,1749,1740,-9,0,0,"",NA,NA,NA,NA,NA
2015,6,9,2,"OO",2765,"N906SW","PHX","FLG",1510,1505,-5,20,1525,49,47,24,119,1549,3,1559,1552,-7,0,0,"",NA,NA,NA,NA,NA
2015,4,15,3,"MQ",3090,"N632MQ","PIA","ORD",1820,1812,-8,13,1825,65,56,35,130,1900,8,1925,1908,-17,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"EV",6142,"N13566","EWR","CHS",650,658,8,30,728,124,137,103,628,911,4,854,915,21,0,0,"",21,0,0,0,0
2015,9,5,6,"EV",4104,"N14902","EWR","BNA",1243,1249,6,16,1305,142,129,106,748,1351,7,1405,1358,-7,0,0,"",NA,NA,NA,NA,NA
2015,2,10,2,"NK",310,"N502NK","LAX","FLL",2100,2055,-5,8,2103,281,290,271,2342,434,11,441,445,4,0,0,"",NA,NA,NA,NA,NA
2015,9,25,5,"WN",1780,"N435WN","TPA","BNA",935,934,-1,10,944,105,96,82,612,1006,4,1020,1010,-10,0,0,"",NA,NA,NA,NA,NA
2015,2,12,4,"WN",105,"N931WN","LAS","SAN",600,555,-5,11,606,70,58,43,258,649,4,710,653,-17,0,0,"",NA,NA,NA,NA,NA
2015,9,25,5,"AA",2070,"N676AW","CLT","CLE",2225,2224,-1,18,2242,89,80,57,430,2339,5,2354,2344,-10,0,0,"",NA,NA,NA,NA,NA
2015,6,27,6,"WN",1868,"N520SW","CRP","HOU",835,833,-2,8,841,50,50,37,187,918,5,925,923,-2,0,0,"",NA,NA,NA,NA,NA
2015,12,13,7,"WN",2683,"N365SW","LAX","DEN",1420,1504,44,7,1511,135,118,106,862,1757,5,1735,1802,27,0,0,"",0,0,10,17,0
2015,8,19,3,"AA",659,"N662AW","PHL","RSW",1015,1014,-1,38,1052,175,181,138,993,1310,5,1310,1315,5,0,0,"",NA,NA,NA,NA,NA
2015,11,17,2,"AA",600,"N178US","PHX","JFK",955,954,-1,29,1023,295,305,269,2153,1652,7,1650,1659,9,0,0,"",NA,NA,NA,NA,NA
2015,12,26,6,"EV",4442,"N11189","IAH","HOB",1805,NA,NA,NA,NA,107,NA,NA,501,NA,NA,1852,NA,NA,0,1,"B",NA,NA,NA,NA,NA
2015,5,26,2,"F9",1308,"N211FR","PHX","ORD",1400,1356,-4,14,1410,210,258,192,1440,1922,52,1930,2014,44,0,0,"",44,0,0,0,0
2015,4,19,7,"WN",665,"N8320J","SEA","BWI",1235,1232,-3,16,1248,315,304,280,2335,2028,8,2050,2036,-14,0,0,"",NA,NA,NA,NA,NA
2015,4,25,6,"B6",400,"N304JB","MSY","BOS",1628,1632,4,9,1641,192,169,155,1368,2016,5,2040,2021,-19,0,0,"",NA,NA,NA,NA,NA
2015,4,16,4,"UA",2003,"N848UA","BWI","DEN",1920,1913,-7,11,1924,237,252,235,1491,2119,6,2117,2125,8,0,0,"",NA,NA,NA,NA,NA
2015,8,31,1,"EV",4912,"N608QX","GSO","LGA",1020,1011,-9,22,1033,92,110,72,461,1145,16,1152,1201,9,0,0,"",NA,NA,NA,NA,NA
2015,12,19,6,"UA",447,"N66837","DEN","LAX",755,1056,181,26,1122,160,158,125,862,1227,7,935,1234,179,0,0,"",0,0,1,178,0
2015,3,20,5,"WN",512,"N8639B","MDW","LAX",1320,1320,0,11,1331,275,260,237,1750,1528,12,1555,1540,-15,0,0,"",NA,NA,NA,NA,NA
2015,4,20,1,"WN",2232,"N431WN","ONT","SMF",2155,2156,1,8,2204,75,71,59,390,2303,4,2310,2307,-3,0,0,"",NA,NA,NA,NA,NA
2015,4,17,5,"US",408,"N817AW","PHX","PDX",1025,1027,2,13,1040,171,157,141,1009,1301,3,1316,1304,-12,0,0,"",NA,NA,NA,NA,NA
2015,11,5,4,"MQ",3298,"N932MQ","DFW","MSN",1545,1543,-2,11,1554,132,118,105,821,1739,2,1757,1741,-16,0,0,"",NA,NA,NA,NA,NA
2015,7,22,3,"MQ",3236,"N660MQ","ORD","AZO",1645,1638,-7,21,1659,57,49,26,122,1825,2,1842,1827,-15,0,0,"",NA,NA,NA,NA,NA
2015,9,13,7,"DL",1540,"N936DL","OKC","ATL",600,556,-4,16,612,125,119,98,761,850,5,905,855,-10,0,0,"",NA,NA,NA,NA,NA
2015,2,17,2,"EV",5908,"N13123","DIK","DEN",720,856,96,21,917,118,102,68,488,1025,13,918,1038,80,0,0,"",0,0,80,0,0
2015,5,9,6,"US",2027,"N677AW","SEA","PHX",1500,1458,-2,12,1510,167,153,136,1107,1726,5,1747,1731,-16,0,0,"",NA,NA,NA,NA,NA
2015,12,12,6,"DL",2475,"N949AT","ATL","CHA",1905,1906,1,16,1922,50,46,25,106,1947,5,1955,1952,-3,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"DL",1323,"N373NW","BNA","DTW",644,638,-6,19,657,94,99,75,456,912,5,918,917,-1,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"WN",2065,"N436WN","LAX","SFO",720,718,-2,9,727,75,64,50,337,817,5,835,822,-13,0,0,"",NA,NA,NA,NA,NA
2015,11,26,4,"AA",1844,"N730US","ATL","PHL",640,634,-6,14,648,114,112,95,666,823,3,834,826,-8,0,0,"",NA,NA,NA,NA,NA
2015,11,14,6,"DL",893,"N998DL","ATL","GSP",2106,2103,-3,13,2116,61,46,31,153,2147,2,2207,2149,-18,0,0,"",NA,NA,NA,NA,NA
2015,11,26,4,"DL",1104,"N581NW","HNL","SLC",2204,2154,-10,20,2214,365,366,340,2994,654,6,709,700,-9,0,0,"",NA,NA,NA,NA,NA
2015,8,24,1,"EV",5056,"N900EV","ATL","SHV",815,809,-6,24,833,105,120,89,551,902,7,900,909,9,0,0,"",NA,NA,NA,NA,NA
2015,12,7,1,"WN",1904,"N407WN","MCI","DAL",2140,2138,-2,5,2143,90,96,66,460,2249,25,2310,2314,4,0,0,"",NA,NA,NA,NA,NA
2015,7,17,5,"EV",5580,"N695CA","ATL","AGS",1130,1159,29,11,1210,52,40,26,143,1236,3,1222,1239,17,0,0,"",0,0,8,9,0
2015,5,2,6,"UA",1137,"N69818","AUS","DEN",1653,1649,-4,9,1658,137,129,112,775,1750,8,1810,1758,-12,0,0,"",NA,NA,NA,NA,NA
2015,8,29,6,"DL",1732,"N975DL","CLE","ATL",1625,1620,-5,8,1628,111,99,83,554,1751,8,1816,1759,-17,0,0,"",NA,NA,NA,NA,NA
2015,5,17,7,"MQ",3406,"N928MQ","BHM","MIA",1245,1250,5,20,1310,113,144,116,661,1606,8,1538,1614,36,0,0,"",36,0,0,0,0
2015,8,4,2,"DL",188,"N3772H","DTW","BOS",1520,1731,131,11,1742,119,133,112,632,1934,10,1719,1944,145,0,0,"",145,0,0,0,0
2015,7,28,2,"UA",1556,"N68817","PBI","EWR",1131,1128,-3,12,1140,168,174,150,1023,1410,12,1419,1422,3,0,0,"",NA,NA,NA,NA,NA
2015,6,26,5,"WN",383,"N799SW","MDW","SDF",1935,1935,0,9,1944,65,60,45,271,2129,6,2140,2135,-5,0,0,"",NA,NA,NA,NA,NA
2015,4,7,2,"US",544,"N186US","PHX","DFW",1235,1234,-1,18,1252,141,131,107,868,1639,6,1656,1645,-11,0,0,"",NA,NA,NA,NA,NA
2015,9,29,2,"B6",178,"N809JB","LAS","BOS",1034,1023,-11,16,1039,306,294,273,2381,1812,5,1840,1817,-23,0,0,"",NA,NA,NA,NA,NA
2015,2,17,2,"DL",370,"N143DA","ATL","LAX",1518,1516,-2,18,1534,317,298,270,1947,1704,10,1735,1714,-21,0,0,"",NA,NA,NA,NA,NA
2015,5,15,5,"EV",5328,"N744EV","SAV","LGA",700,700,0,17,717,125,150,97,722,854,36,905,930,25,0,0,"",25,0,0,0,0
2015,12,29,2,"HA",332,"N476HA","HNL","ITO",638,634,-4,9,643,53,48,34,216,717,5,731,722,-9,0,0,"",NA,NA,NA,NA,NA
2015,1,26,1,"UA",1079,"","LAS","SFO",805,NA,NA,NA,NA,110,NA,NA,414,NA,NA,955,NA,NA,0,1,"B",NA,NA,NA,NA,NA
2015,1,30,5,"OO",5631,"N793SK","SFO","BUR",1744,1745,1,18,1803,74,71,50,326,1853,3,1858,1856,-2,0,0,"",NA,NA,NA,NA,NA
2015,4,14,2,"AA",1524,"N856AA","DFW","LAS",910,907,-3,24,931,186,171,140,1055,951,7,1016,958,-18,0,0,"",NA,NA,NA,NA,NA
2015,5,15,5,"DL",1905,"N589NW","DTW","MCO",1507,1504,-3,18,1522,151,156,125,957,1727,13,1738,1740,2,0,0,"",NA,NA,NA,NA,NA
2015,8,3,1,"DL",2230,"N998DL","DTW","LGA",1725,1722,-3,23,1745,104,114,81,502,1906,10,1909,1916,7,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"WN",712,"N600WN","ATL","TPA",830,829,-1,21,850,90,88,63,406,953,4,1000,957,-3,0,0,"",NA,NA,NA,NA,NA
2015,3,1,7,"EV",4435,"N16559","IAH","LBB",845,NA,NA,NA,NA,96,NA,NA,458,NA,NA,1021,NA,NA,0,1,"B",NA,NA,NA,NA,NA
2015,1,15,4,"B6",656,"N663JB","MCO","SYR",1615,1610,-5,18,1628,158,163,138,1053,1846,7,1853,1853,0,0,0,"",NA,NA,NA,NA,NA
2015,4,17,5,"DL",151,"N906DA","DCA","ATL",1400,1355,-5,15,1410,120,113,89,547,1539,9,1600,1548,-12,0,0,"",NA,NA,NA,NA,NA
2015,6,27,6,"WN",2738,"N947WN","DEN","STL",1135,1133,-2,14,1147,115,114,95,770,1422,5,1430,1427,-3,0,0,"",NA,NA,NA,NA,NA
2015,1,30,5,"OO",6522,"N594SW","LAX","PHX",1150,1517,207,13,1530,85,75,58,370,1728,4,1415,1732,197,0,0,"",197,0,0,0,0
2015,4,8,3,"OO",3451,"N988CA","BUR","PDX",2035,2101,26,14,2115,140,131,113,817,2308,4,2255,2312,17,0,0,"",0,0,0,17,0
2015,4,3,5,"WN",3561,"N907WN","LAX","MSY",1515,1558,43,10,1608,210,202,188,1670,2116,4,2045,2120,35,0,0,"",0,0,16,19,0
2015,7,13,1,"DL",2400,"N337NB","ATL","OMA",1050,1050,0,19,1109,139,139,116,821,1205,4,1209,1209,0,0,0,"",NA,NA,NA,NA,NA
2015,10,12,1,"AA",1974,"N920US","14100","11697",1750,1751,1,18,1809,169,143,120,992,2009,5,2039,2014,-25,0,0,"",NA,NA,NA,NA,NA
2015,10,21,3,"AS",524,"N534AS","14747","10800",1935,1925,-10,15,1940,138,138,120,937,2140,3,2153,2143,-10,0,0,"",NA,NA,NA,NA,NA
2015,4,7,2,"OO",6326,"N939SW","SFO","SBA",1840,1835,-5,14,1849,73,65,47,262,1936,4,1953,1940,-13,0,0,"",NA,NA,NA,NA,NA
2015,7,23,4,"B6",1352,"N328JB","MCO","BOS",2059,2144,45,11,2155,169,166,149,1121,24,6,2348,30,42,0,0,"",0,0,34,8,0
2015,8,20,4,"UA",525,"N411UA","SFO","LAS",1609,1610,1,16,1626,97,84,62,414,1728,6,1746,1734,-12,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"US",745,"N520UW","CLT","ATL",2020,2016,-4,19,2035,74,77,44,226,2119,14,2134,2133,-1,0,0,"",NA,NA,NA,NA,NA
2015,7,12,7,"UA",1984,"N69847","SFO","PDX",2010,2007,-3,16,2023,98,93,73,550,2136,4,2148,2140,-8,0,0,"",NA,NA,NA,NA,NA
2015,11,16,1,"WN",771,"N8610A","DAL","LAX",1110,1111,1,9,1120,205,223,195,1246,1235,19,1235,1254,19,0,0,"",19,0,0,0,0
2015,10,6,2,"NK",709,"N617NK","12892","11433",2201,2206,5,11,2217,253,256,236,1979,513,9,514,522,8,0,0,"",NA,NA,NA,NA,NA
2015,10,15,4,"EV",3938,"N27200","13930","12197",1346,1344,-2,33,1417,133,139,99,738,1656,7,1659,1703,4,0,0,"",NA,NA,NA,NA,NA
2015,8,28,5,"EV",2637,"N902EV","DFW","BTR",1045,1039,-6,15,1054,87,76,55,383,1149,6,1212,1155,-17,0,0,"",NA,NA,NA,NA,NA
2015,7,13,1,"DL",2390,"N322US","PHL","DTW",1714,1715,1,13,1728,108,87,71,453,1839,3,1902,1842,-20,0,0,"",NA,NA,NA,NA,NA
2015,7,2,4,"MQ",3691,"N830MQ","EVV","ORD",616,614,-2,9,623,93,81,64,272,727,8,749,735,-14,0,0,"",NA,NA,NA,NA,NA
2015,8,2,7,"DL",1873,"N961DL","MIA","ATL",2026,2041,15,19,2100,124,112,84,594,2224,9,2230,2233,3,0,0,"",NA,NA,NA,NA,NA
2015,3,22,7,"EV",4190,"N14148","EWR","BNA",1241,1233,-8,17,1250,151,145,122,748,1352,6,1412,1358,-14,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"DL",1205,"N917DL","ATL","SDF",1906,1859,-7,15,1914,81,72,51,321,2005,6,2027,2011,-16,0,0,"",NA,NA,NA,NA,NA
2015,9,27,7,"WN",2460,"N281WN","PHX","EWR",1000,958,-2,9,1007,290,285,259,2133,1726,17,1750,1743,-7,0,0,"",NA,NA,NA,NA,NA
2015,9,15,2,"AA",1815,"N758US","LGA","CLT",840,833,-7,33,906,128,125,87,544,1033,5,1048,1038,-10,0,0,"",NA,NA,NA,NA,NA
2015,12,21,1,"OO",2982,"N699BR","PHX","GJT",1955,1955,0,20,2015,91,92,69,438,2124,3,2126,2127,1,0,0,"",NA,NA,NA,NA,NA
2015,6,27,6,"WN",12,"N523SW","HOU","DAL",900,902,2,7,909,60,48,38,239,947,3,1000,950,-10,0,0,"",NA,NA,NA,NA,NA
2015,2,12,4,"US",1818,"N544UW","LAX","CLT",1325,1324,-1,18,1342,272,297,270,2125,2112,9,2057,2121,24,0,0,"",24,0,0,0,0
2015,2,26,4,"HA",291,"N493HA","ITO","HNL",1438,1428,-10,24,1452,52,71,37,216,1529,10,1530,1539,9,0,0,"",NA,NA,NA,NA,NA
2015,8,17,1,"WN",2471,"N943WN","SAN","RNO",1900,1905,5,12,1917,85,81,67,488,2024,2,2025,2026,1,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"WN",342,"N782SA","DEN","BWI",950,958,8,28,1026,200,203,170,1491,1516,5,1510,1521,11,0,0,"",NA,NA,NA,NA,NA
2015,6,15,1,"OO",4986,"N782SK","BNA","IAH",830,832,2,10,842,125,125,107,657,1029,8,1035,1037,2,0,0,"",NA,NA,NA,NA,NA
2015,2,17,2,"DL",1547,"N318US","LGA","ATL",1859,1855,-4,33,1928,169,175,139,762,2147,3,2148,2150,2,0,0,"",NA,NA,NA,NA,NA
2015,4,26,7,"MQ",3410,"N686MQ","SGF","DFW",1044,1039,-5,10,1049,86,94,61,364,1150,23,1210,1213,3,0,0,"",NA,NA,NA,NA,NA
2015,5,17,7,"WN",329,"N658SW","LAX","OAK",1405,1550,105,10,1600,75,68,53,337,1653,5,1520,1658,98,0,0,"",0,0,76,22,0
2015,4,14,2,"WN",434,"N7732A","DAL","ATL",2120,2146,26,8,2154,130,104,91,721,25,5,30,30,0,0,0,"",NA,NA,NA,NA,NA
2015,3,17,2,"US",793,"N826AW","JAX","CLT",1755,1748,-7,13,1801,81,75,57,328,1858,5,1916,1903,-13,0,0,"",NA,NA,NA,NA,NA
2015,11,17,2,"UA",1268,"N404UA","SJC","IAH",1230,1253,23,11,1304,226,228,196,1608,1820,21,1816,1841,25,0,0,"",8,0,0,17,0
2015,9,5,6,"EV",5810,"N15910","EWR","PWM",1230,1337,67,14,1351,75,68,45,284,1436,9,1345,1445,60,0,0,"",0,0,60,0,0
2015,10,10,6,"NK",261,"N605NK","14100","13930",601,555,-6,15,610,134,142,100,678,650,27,715,717,2,0,0,"",NA,NA,NA,NA,NA
2015,4,13,1,"DL",930,"N347NB","MSP","DCA",1922,1929,7,18,1947,138,131,109,931,2236,4,2240,2240,0,0,0,"",NA,NA,NA,NA,NA
2015,6,3,3,"WN",376,"N7812G","MDW","DSM",2215,2215,0,11,2226,70,66,48,306,2314,7,2325,2321,-4,0,0,"",NA,NA,NA,NA,NA
2015,7,6,1,"OO",6336,"N754SK","DEN","RNO",755,808,13,16,824,143,131,110,804,914,5,918,919,1,0,0,"",NA,NA,NA,NA,NA
2015,1,9,5,"OO",4664,"N800SK","SLC","ORD",1354,1503,69,21,1524,190,171,144,1250,1848,6,1804,1854,50,0,0,"",0,0,0,50,0
2015,7,28,2,"DL",1354,"N1608","LAX","ATL",2210,2208,-2,17,2225,259,253,232,1947,517,4,529,521,-8,0,0,"",NA,NA,NA,NA,NA
2015,11,21,6,"UA",700,"N39415","BOS","EWR",755,755,0,11,806,84,73,52,200,858,10,919,908,-11,0,0,"",NA,NA,NA,NA,NA
2015,9,14,1,"AA",1330,"N3EYAA","ELP","DFW",1333,1345,12,20,1405,107,110,76,551,1621,14,1620,1635,15,0,0,"",3,0,0,12,0
2015,7,2,4,"AA",1290,"N486AA","DFW","MCI",2140,2137,-3,9,2146,95,84,69,460,2255,6,2315,2301,-14,0,0,"",NA,NA,NA,NA,NA
2015,12,4,5,"WN",182,"N273WN","HOU","CHS",1335,1332,-3,10,1342,130,125,107,928,1629,8,1645,1637,-8,0,0,"",NA,NA,NA,NA,NA
2015,11,8,7,"B6",687,"N806JB","BOS","LAX",1935,1931,-4,18,1949,393,360,335,2611,2224,7,2308,2231,-37,0,0,"",NA,NA,NA,NA,NA
2015,4,8,3,"B6",1266,"N267JB","RSW","BOS",1510,1534,24,34,1608,186,214,166,1249,1854,14,1816,1908,52,0,0,"",52,0,0,0,0
2015,1,12,1,"US",1861,"N667AW","CLT","RDU",2020,2018,-2,18,2036,53,53,30,130,2106,5,2113,2111,-2,0,0,"",NA,NA,NA,NA,NA
2015,5,26,2,"EV",6165,"N13202","CVG","ORD",1651,1733,42,27,1800,79,81,44,265,1744,10,1710,1754,44,0,0,"",2,0,0,42,0
2015,2,24,2,"DL",1261,"N805DN","ATL","IND",2049,2100,11,14,2114,96,86,68,432,2222,4,2225,2226,1,0,0,"",NA,NA,NA,NA,NA
